year,month,day,trait,descriptor
1997,8,24,resilient,king
1997,8,25,creative,pioneer
1997,8,26,empathetic,delegate
1997,8,27,organized,commander
1997,8,28,adventurous,philosopher
1997,8,29,charismatic,pioneer
1997,8,30,charismatic,king
1997,8,31,adventurous,king
1997,9,1,charismatic,explorer
1997,9,2,empathetic,monk
1997,9,3,empathetic,philosopher
1997,9,4,charismatic,warrior
1997,9,5,charismatic,artist
1997,9,6,adventurous,pioneer
1997,9,7,resilient,monk
1997,9,8,outgoing,scholar
1997,9,9,creative,commander
1997,9,10,friendly,artist
1997,9,11,empathetic,warrior
1997,9,12,creative,scholar
1997,9,13,friendly,artist
1997,9,14,intelligent,monk
1997,9,15,creative,philosopher
1997,9,16,intelligent,pioneer
1997,9,17,empathetic,delegate
1997,9,18,empathetic,philosopher
1997,9,19,outgoing,artist
1997,9,20,analytical,monk
1997,9,21,charismatic,pioneer
1997,9,22,organized,artist
1997,9,23,organized,monk
1997,9,24,empathetic,king
1997,9,25,empathetic,artist
1997,9,26,resilient,philosopher
1997,9,27,intelligent,pioneer
1997,9,28,friendly,monk
1997,9,29,empathetic,pioneer
1997,9,30,analytical,delegate
1997,10,1,intelligent,philosopher
1997,10,2,analytical,commander
1997,10,3,adventurous,pioneer
1997,10,4,analytical,commander
1997,10,5,empathetic,explorer
1997,10,6,organized,explorer
1997,10,7,organized,philosopher
1997,10,8,organized,artist
1997,10,9,friendly,commander
1997,10,10,outgoing,artist
1997,10,11,analytical,delegate
1997,10,12,analytical,king
1997,10,13,adventurous,warrior
1997,10,14,resilient,monk
1997,10,15,outgoing,explorer
1997,10,16,empathetic,scholar
1997,10,17,intelligent,artist
1997,10,18,charismatic,commander
1997,10,19,analytical,commander
1997,10,20,friendly,philosopher
1997,10,21,outgoing,warrior
1997,10,22,empathetic,artist
1997,10,23,friendly,pioneer
1997,10,24,outgoing,pioneer
1997,10,25,analytical,warrior
1997,10,26,creative,pioneer
1997,10,27,analytical,warrior
1997,10,28,resilient,king
1997,10,29,adventurous,warrior
1997,10,30,organized,king
1997,10,31,analytical,commander
1997,11,1,empathetic,commander
1997,11,2,intelligent,scholar
1997,11,3,creative,pioneer
1997,11,4,outgoing,explorer
1997,11,5,outgoing,explorer
1997,11,6,analytical,monk
1997,11,7,charismatic,explorer
1997,11,8,friendly,explorer
1997,11,9,resilient,philosopher
1997,11,10,organized,pioneer
1997,11,11,organized,scholar
1997,11,12,resilient,scholar
1997,11,13,adventurous,delegate
1997,11,14,analytical,pioneer
1997,11,15,outgoing,explorer
1997,11,16,outgoing,monk
1997,11,17,charismatic,warrior
1997,11,18,outgoing,commander
1997,11,19,creative,explorer
1997,11,20,creative,king
1997,11,21,organized,king
1997,11,22,creative,pioneer
1997,11,23,empathetic,king
1997,11,24,intelligent,king
1997,11,25,friendly,artist
1997,11,26,resilient,philosopher
1997,11,27,adventurous,delegate
1997,11,28,analytical,king
1997,11,29,outgoing,king
1997,11,30,empathetic,monk
1997,12,1,friendly,explorer
1997,12,2,organized,delegate
1997,12,3,resilient,pioneer
1997,12,4,resilient,monk
1997,12,5,intelligent,warrior
1997,12,6,charismatic,commander
1997,12,7,friendly,king
1997,12,8,empathetic,philosopher
1997,12,9,charismatic,artist
1997,12,10,friendly,explorer
1997,12,11,empathetic,commander
1997,12,12,creative,artist
1997,12,13,adventurous,king
1997,12,14,resilient,warrior
1997,12,15,organized,philosopher
1997,12,16,intelligent,philosopher
1997,12,17,adventurous,pioneer
1997,12,18,outgoing,monk
1997,12,19,organized,artist
1997,12,20,intelligent,king
1997,12,21,friendly,monk
1997,12,22,intelligent,warrior
1997,12,23,resilient,philosopher
1997,12,24,outgoing,explorer
1997,12,25,analytical,king
1997,12,26,resilient,king
1997,12,27,charismatic,explorer
1997,12,28,intelligent,delegate
1997,12,29,intelligent,commander
1997,12,30,creative,artist
1997,12,31,charismatic,pioneer
1998,1,1,organized,pioneer
1998,1,2,organized,king
1998,1,3,outgoing,pioneer
1998,1,4,analytical,delegate
1998,1,5,friendly,explorer
1998,1,6,outgoing,warrior
1998,1,7,organized,artist
1998,1,8,charismatic,pioneer
1998,1,9,analytical,monk
1998,1,10,resilient,delegate
1998,1,11,charismatic,delegate
1998,1,12,charismatic,monk
1998,1,13,creative,warrior
1998,1,14,analytical,warrior
1998,1,15,analytical,warrior
1998,1,16,charismatic,philosopher
1998,1,17,intelligent,commander
1998,1,18,outgoing,pioneer
1998,1,19,adventurous,king
1998,1,20,creative,monk
1998,1,21,creative,scholar
1998,1,22,adventurous,warrior
1998,1,23,empathetic,commander
1998,1,24,intelligent,pioneer
1998,1,25,organized,monk
1998,1,26,empathetic,pioneer
1998,1,27,empathetic,delegate
1998,1,28,empathetic,artist
1998,1,29,outgoing,delegate
1998,1,30,friendly,delegate
1998,1,31,resilient,philosopher
1998,2,1,charismatic,warrior
1998,2,2,intelligent,warrior
1998,2,3,empathetic,pioneer
1998,2,4,adventurous,artist
1998,2,5,resilient,pioneer
1998,2,6,intelligent,explorer
1998,2,7,resilient,monk
1998,2,8,intelligent,pioneer
1998,2,9,adventurous,delegate
1998,2,10,friendly,commander
1998,2,11,creative,artist
1998,2,12,adventurous,warrior
1998,2,13,empathetic,warrior
1998,2,14,analytical,commander
1998,2,15,analytical,scholar
1998,2,16,analytical,warrior
1998,2,17,friendly,commander
1998,2,18,creative,artist
1998,2,19,resilient,delegate
1998,2,20,resilient,commander
1998,2,21,friendly,delegate
1998,2,22,intelligent,commander
1998,2,23,empathetic,philosopher
1998,2,24,intelligent,pioneer
1998,2,25,empathetic,commander
1998,2,26,adventurous,warrior
1998,2,27,creative,king
1998,2,28,friendly,scholar
1998,3,1,creative,pioneer
1998,3,2,empathetic,artist
1998,3,3,analytical,commander
1998,3,4,outgoing,explorer
1998,3,5,adventurous,commander
1998,3,6,resilient,philosopher
1998,3,7,adventurous,scholar
1998,3,8,intelligent,warrior
1998,3,9,adventurous,delegate
1998,3,10,charismatic,commander
1998,3,11,intelligent,monk
1998,3,12,empathetic,commander
1998,3,13,empathetic,pioneer
1998,3,14,empathetic,scholar
1998,3,15,outgoing,pioneer
1998,3,16,adventurous,philosopher
1998,3,17,charismatic,king
1998,3,18,intelligent,explorer
1998,3,19,outgoing,king
1998,3,20,analytical,commander
1998,3,21,creative,pioneer
1998,3,22,empathetic,artist
1998,3,23,creative,king
1998,3,24,analytical,king
1998,3,25,adventurous,pioneer
1998,3,26,resilient,explorer
1998,3,27,intelligent,warrior
1998,3,28,organized,monk
1998,3,29,friendly,king
1998,3,30,analytical,artist
1998,3,31,resilient,monk
1998,4,1,intelligent,philosopher
1998,4,2,resilient,explorer
1998,4,3,outgoing,commander
1998,4,4,creative,explorer
1998,4,5,charismatic,philosopher
1998,4,6,friendly,commander
1998,4,7,adventurous,commander
1998,4,8,adventurous,explorer
1998,4,9,intelligent,philosopher
1998,4,10,organized,pioneer
1998,4,11,outgoing,explorer
1998,4,12,organized,king
1998,4,13,adventurous,philosopher
1998,4,14,intelligent,delegate
1998,4,15,outgoing,delegate
1998,4,16,resilient,scholar
1998,4,17,friendly,philosopher
1998,4,18,friendly,king
1998,4,19,adventurous,warrior
1998,4,20,intelligent,king
1998,4,21,charismatic,commander
1998,4,22,outgoing,philosopher
1998,4,23,organized,artist
1998,4,24,empathetic,warrior
1998,4,25,organized,delegate
1998,4,26,intelligent,artist
1998,4,27,organized,monk
1998,4,28,intelligent,king
1998,4,29,charismatic,artist
1998,4,30,outgoing,pioneer
1998,5,1,analytical,monk
1998,5,2,charismatic,explorer
1998,5,3,organized,monk
1998,5,4,analytical,monk
1998,5,5,creative,explorer
1998,5,6,outgoing,philosopher
1998,5,7,organized,pioneer
1998,5,8,resilient,scholar
1998,5,9,charismatic,delegate
1998,5,10,charismatic,scholar
1998,5,11,friendly,warrior
1998,5,12,outgoing,pioneer
1998,5,13,adventurous,warrior
1998,5,14,resilient,commander
1998,5,15,adventurous,explorer
1998,5,16,analytical,commander
1998,5,17,charismatic,artist
1998,5,18,friendly,philosopher
1998,5,19,charismatic,artist
1998,5,20,analytical,artist
1998,5,21,adventurous,philosopher
1998,5,22,intelligent,scholar
1998,5,23,friendly,monk
1998,5,24,friendly,monk
1998,5,25,charismatic,commander
1998,5,26,creative,monk
1998,5,27,empathetic,commander
1998,5,28,creative,scholar
1998,5,29,organized,philosopher
1998,5,30,resilient,scholar
1998,5,31,empathetic,delegate
1998,6,1,resilient,artist
1998,6,2,intelligent,monk
1998,6,3,creative,delegate
1998,6,4,organized,delegate
1998,6,5,charismatic,commander
1998,6,6,organized,philosopher
1998,6,7,charismatic,philosopher
1998,6,8,creative,commander
1998,6,9,outgoing,warrior
1998,6,10,outgoing,explorer
1998,6,11,outgoing,philosopher
1998,6,12,charismatic,king
1998,6,13,organized,monk
1998,6,14,intelligent,scholar
1998,6,15,analytical,explorer
1998,6,16,charismatic,delegate
1998,6,17,empathetic,explorer
1998,6,18,friendly,king
1998,6,19,charismatic,commander
1998,6,20,friendly,philosopher
1998,6,21,empathetic,king
1998,6,22,charismatic,philosopher
1998,6,23,intelligent,delegate
1998,6,24,organized,philosopher
1998,6,25,intelligent,philosopher
1998,6,26,resilient,explorer
1998,6,27,outgoing,artist
1998,6,28,adventurous,artist
1998,6,29,adventurous,pioneer
1998,6,30,intelligent,artist
1998,7,1,empathetic,warrior
1998,7,2,friendly,philosopher
1998,7,3,organized,commander
1998,7,4,intelligent,explorer
1998,7,5,resilient,delegate
1998,7,6,friendly,monk
1998,7,7,friendly,scholar
1998,7,8,empathetic,monk
1998,7,9,empathetic,king
1998,7,10,adventurous,king
1998,7,11,outgoing,monk
1998,7,12,creative,pioneer
1998,7,13,organized,king
1998,7,14,charismatic,warrior
1998,7,15,empathetic,commander
1998,7,16,organized,delegate
1998,7,17,resilient,monk
1998,7,18,creative,artist
1998,7,19,organized,delegate
1998,7,20,outgoing,explorer
1998,7,21,friendly,delegate
1998,7,22,adventurous,artist
1998,7,23,creative,explorer
1998,7,24,organized,scholar
1998,7,25,intelligent,delegate
1998,7,26,creative,pioneer
1998,7,27,outgoing,philosopher
1998,7,28,friendly,explorer
1998,7,29,adventurous,pioneer
1998,7,30,creative,artist
1998,7,31,empathetic,monk
1998,8,1,creative,scholar
1998,8,2,outgoing,monk
1998,8,3,creative,artist
1998,8,4,analytical,warrior
1998,8,5,analytical,commander
1998,8,6,intelligent,warrior
1998,8,7,charismatic,king
1998,8,8,resilient,king
1998,8,9,creative,commander
1998,8,10,friendly,monk
1998,8,11,resilient,philosopher
1998,8,12,adventurous,scholar
1998,8,13,charismatic,monk
1998,8,14,analytical,artist
1998,8,15,outgoing,philosopher
1998,8,16,creative,warrior
1998,8,17,organized,king
1998,8,18,analytical,artist
1998,8,19,organized,delegate
1998,8,20,outgoing,scholar
1998,8,21,creative,philosopher
1998,8,22,intelligent,philosopher
1998,8,23,empathetic,pioneer
1998,8,24,resilient,delegate
1998,8,25,adventurous,commander
1998,8,26,charismatic,philosopher
1998,8,27,adventurous,explorer
1998,8,28,analytical,king
1998,8,29,charismatic,warrior
1998,8,30,outgoing,scholar
1998,8,31,analytical,delegate
1998,9,1,resilient,delegate
1998,9,2,resilient,king
1998,9,3,intelligent,delegate
1998,9,4,intelligent,commander
1998,9,5,outgoing,commander
1998,9,6,charismatic,commander
1998,9,7,organized,explorer
1998,9,8,friendly,commander
1998,9,9,outgoing,scholar
1998,9,10,adventurous,delegate
1998,9,11,outgoing,monk
1998,9,12,empathetic,pioneer
1998,9,13,charismatic,artist
1998,9,14,intelligent,philosopher
1998,9,15,intelligent,warrior
1998,9,16,empathetic,artist
1998,9,17,charismatic,scholar
1998,9,18,intelligent,delegate
1998,9,19,organized,delegate
1998,9,20,analytical,monk
1998,9,21,charismatic,artist
1998,9,22,organized,delegate
1998,9,23,analytical,delegate
1998,9,24,adventurous,scholar
1998,9,25,adventurous,artist
1998,9,26,analytical,philosopher
1998,9,27,intelligent,delegate
1998,9,28,charismatic,warrior
1998,9,29,resilient,explorer
1998,9,30,friendly,delegate
1998,10,1,adventurous,scholar
1998,10,2,creative,commander
1998,10,3,organized,scholar
1998,10,4,analytical,artist
1998,10,5,empathetic,delegate
1998,10,6,adventurous,pioneer
1998,10,7,organized,monk
1998,10,8,charismatic,warrior
1998,10,9,creative,commander
1998,10,10,intelligent,delegate
1998,10,11,organized,monk
1998,10,12,intelligent,monk
1998,10,13,analytical,pioneer
1998,10,14,analytical,commander
1998,10,15,resilient,delegate
1998,10,16,analytical,monk
1998,10,17,analytical,pioneer
1998,10,18,outgoing,artist
1998,10,19,organized,monk
1998,10,20,friendly,philosopher
1998,10,21,charismatic,commander
1998,10,22,creative,delegate
1998,10,23,adventurous,delegate
1998,10,24,outgoing,philosopher
1998,10,25,intelligent,explorer
1998,10,26,outgoing,commander
1998,10,27,intelligent,philosopher
1998,10,28,intelligent,explorer
1998,10,29,intelligent,delegate
1998,10,30,friendly,explorer
1998,10,31,analytical,king
1998,11,1,friendly,explorer
1998,11,2,adventurous,artist
1998,11,3,intelligent,delegate
1998,11,4,empathetic,delegate
1998,11,5,creative,pioneer
1998,11,6,resilient,scholar
1998,11,7,adventurous,philosopher
1998,11,8,creative,warrior
1998,11,9,analytical,pioneer
1998,11,10,empathetic,warrior
1998,11,11,creative,monk
1998,11,12,resilient,delegate
1998,11,13,resilient,king
1998,11,14,charismatic,artist
1998,11,15,creative,king
1998,11,16,empathetic,warrior
1998,11,17,creative,pioneer
1998,11,18,friendly,pioneer
1998,11,19,outgoing,monk
1998,11,20,organized,monk
1998,11,21,organized,warrior
1998,11,22,creative,explorer
1998,11,23,friendly,artist
1998,11,24,adventurous,warrior
1998,11,25,friendly,artist
1998,11,26,analytical,explorer
1998,11,27,resilient,pioneer
1998,11,28,adventurous,artist
1998,11,29,creative,philosopher
1998,11,30,friendly,pioneer
1998,12,1,analytical,commander
1998,12,2,creative,explorer
1998,12,3,creative,king
1998,12,4,intelligent,scholar
1998,12,5,empathetic,philosopher
1998,12,6,resilient,delegate
1998,12,7,resilient,king
1998,12,8,resilient,philosopher
1998,12,9,adventurous,delegate
1998,12,10,friendly,explorer
1998,12,11,outgoing,philosopher
1998,12,12,empathetic,king
1998,12,13,organized,delegate
1998,12,14,empathetic,scholar
1998,12,15,adventurous,pioneer
1998,12,16,adventurous,pioneer
1998,12,17,adventurous,explorer
1998,12,18,empathetic,explorer
1998,12,19,creative,explorer
1998,12,20,outgoing,delegate
1998,12,21,analytical,warrior
1998,12,22,friendly,delegate
1998,12,23,adventurous,explorer
1998,12,24,friendly,explorer
1998,12,25,creative,scholar
1998,12,26,analytical,philosopher
1998,12,27,empathetic,monk
1998,12,28,organized,king
1998,12,29,intelligent,commander
1998,12,30,intelligent,philosopher
1998,12,31,creative,scholar
1999,1,1,adventurous,king
1999,1,2,adventurous,artist
1999,1,3,empathetic,scholar
1999,1,4,analytical,monk
1999,1,5,empathetic,delegate
1999,1,6,creative,philosopher
1999,1,7,empathetic,artist
1999,1,8,creative,warrior
1999,1,9,analytical,explorer
1999,1,10,empathetic,philosopher
1999,1,11,friendly,monk
1999,1,12,resilient,artist
1999,1,13,intelligent,commander
1999,1,14,creative,king
1999,1,15,resilient,monk
1999,1,16,organized,pioneer
1999,1,17,intelligent,pioneer
1999,1,18,adventurous,king
1999,1,19,empathetic,delegate
1999,1,20,intelligent,scholar
1999,1,21,friendly,monk
1999,1,22,outgoing,monk
1999,1,23,intelligent,philosopher
1999,1,24,adventurous,delegate
1999,1,25,empathetic,commander
1999,1,26,charismatic,delegate
1999,1,27,creative,artist
1999,1,28,empathetic,commander
1999,1,29,outgoing,philosopher
1999,1,30,resilient,warrior
1999,1,31,intelligent,king
1999,2,1,empathetic,monk
1999,2,2,analytical,pioneer
1999,2,3,charismatic,monk
1999,2,4,outgoing,explorer
1999,2,5,creative,king
1999,2,6,analytical,delegate
1999,2,7,creative,king
1999,2,8,creative,artist
1999,2,9,creative,commander
1999,2,10,analytical,explorer
1999,2,11,charismatic,delegate
1999,2,12,outgoing,king
1999,2,13,empathetic,artist
1999,2,14,adventurous,philosopher
1999,2,15,friendly,explorer
1999,2,16,organized,commander
1999,2,17,adventurous,artist
1999,2,18,creative,explorer
1999,2,19,resilient,delegate
1999,2,20,creative,warrior
1999,2,21,empathetic,warrior
1999,2,22,empathetic,pioneer
1999,2,23,adventurous,explorer
1999,2,24,outgoing,king
1999,2,25,analytical,pioneer
1999,2,26,organized,delegate
1999,2,27,friendly,warrior
1999,2,28,charismatic,explorer
1999,3,1,friendly,explorer
1999,3,2,creative,warrior
1999,3,3,analytical,philosopher
1999,3,4,resilient,warrior
1999,3,5,adventurous,pioneer
1999,3,6,empathetic,explorer
1999,3,7,resilient,scholar
1999,3,8,organized,commander
1999,3,9,intelligent,warrior
1999,3,10,creative,scholar
1999,3,11,resilient,delegate
1999,3,12,organized,philosopher
1999,3,13,intelligent,philosopher
1999,3,14,friendly,king
1999,3,15,intelligent,scholar
1999,3,16,outgoing,explorer
1999,3,17,empathetic,monk
1999,3,18,friendly,explorer
1999,3,19,intelligent,commander
1999,3,20,empathetic,philosopher
1999,3,21,intelligent,scholar
1999,3,22,organized,monk
1999,3,23,adventurous,artist
1999,3,24,adventurous,monk
1999,3,25,organized,explorer
1999,3,26,adventurous,commander
1999,3,27,friendly,monk
1999,3,28,intelligent,artist
1999,3,29,analytical,commander
1999,3,30,creative,king
1999,3,31,organized,scholar
1999,4,1,organized,artist
1999,4,2,analytical,warrior
1999,4,3,friendly,philosopher
1999,4,4,resilient,philosopher
1999,4,5,outgoing,monk
1999,4,6,resilient,king
1999,4,7,intelligent,explorer
1999,4,8,friendly,philosopher
1999,4,9,empathetic,delegate
1999,4,10,adventurous,warrior
1999,4,11,organized,delegate
1999,4,12,empathetic,philosopher
1999,4,13,analytical,monk
1999,4,14,resilient,delegate
1999,4,15,intelligent,philosopher
1999,4,16,creative,scholar
1999,4,17,charismatic,monk
1999,4,18,resilient,philosopher
1999,4,19,adventurous,monk
1999,4,20,outgoing,artist
1999,4,21,organized,scholar
1999,4,22,organized,scholar
1999,4,23,analytical,warrior
1999,4,24,analytical,pioneer
1999,4,25,charismatic,monk
1999,4,26,friendly,scholar
1999,4,27,charismatic,explorer
1999,4,28,adventurous,pioneer
1999,4,29,empathetic,explorer
1999,4,30,analytical,pioneer
1999,5,1,intelligent,warrior
1999,5,2,charismatic,philosopher
1999,5,3,outgoing,warrior
1999,5,4,empathetic,pioneer
1999,5,5,charismatic,artist
1999,5,6,empathetic,explorer
1999,5,7,empathetic,artist
1999,5,8,empathetic,king
1999,5,9,creative,artist
1999,5,10,analytical,warrior
1999,5,11,outgoing,delegate
1999,5,12,outgoing,king
1999,5,13,adventurous,pioneer
1999,5,14,organized,explorer
1999,5,15,charismatic,monk
1999,5,16,intelligent,delegate
1999,5,17,creative,delegate
1999,5,18,charismatic,delegate
1999,5,19,analytical,scholar
1999,5,20,charismatic,scholar
1999,5,21,charismatic,delegate
1999,5,22,resilient,warrior
1999,5,23,resilient,artist
1999,5,24,creative,artist
1999,5,25,analytical,delegate
1999,5,26,intelligent,monk
1999,5,27,creative,warrior
1999,5,28,organized,artist
1999,5,29,intelligent,explorer
1999,5,30,resilient,king
1999,5,31,adventurous,scholar
1999,6,1,intelligent,warrior
1999,6,2,friendly,king
1999,6,3,intelligent,commander
1999,6,4,resilient,scholar
1999,6,5,empathetic,commander
1999,6,6,analytical,warrior
1999,6,7,analytical,warrior
1999,6,8,organized,king
1999,6,9,intelligent,monk
1999,6,10,organized,philosopher
1999,6,11,outgoing,explorer
1999,6,12,resilient,artist
1999,6,13,empathetic,warrior
1999,6,14,charismatic,king
1999,6,15,empathetic,monk
1999,6,16,creative,explorer
1999,6,17,outgoing,delegate
1999,6,18,analytical,commander
1999,6,19,friendly,king
1999,6,20,intelligent,artist
1999,6,21,friendly,artist
1999,6,22,resilient,philosopher
1999,6,23,resilient,king
1999,6,24,empathetic,explorer
1999,6,25,creative,monk
1999,6,26,adventurous,pioneer
1999,6,27,creative,philosopher
1999,6,28,analytical,commander
1999,6,29,resilient,pioneer
1999,6,30,analytical,philosopher
1999,7,1,analytical,commander
1999,7,2,empathetic,monk
1999,7,3,friendly,commander
1999,7,4,empathetic,philosopher
1999,7,5,friendly,king
1999,7,6,charismatic,explorer
1999,7,7,friendly,philosopher
1999,7,8,intelligent,philosopher
1999,7,9,empathetic,king
1999,7,10,creative,pioneer
1999,7,11,empathetic,scholar
1999,7,12,empathetic,scholar
1999,7,13,analytical,king
1999,7,14,resilient,warrior
1999,7,15,adventurous,scholar
1999,7,16,analytical,explorer
1999,7,17,empathetic,artist
1999,7,18,creative,commander
1999,7,19,empathetic,scholar
1999,7,20,organized,monk
1999,7,21,resilient,king
1999,7,22,empathetic,warrior
1999,7,23,adventurous,pioneer
1999,7,24,intelligent,king
1999,7,25,empathetic,pioneer
1999,7,26,friendly,artist
1999,7,27,resilient,scholar
1999,7,28,adventurous,artist
1999,7,29,organized,king
1999,7,30,charismatic,philosopher
1999,7,31,empathetic,explorer
1999,8,1,charismatic,philosopher
1999,8,2,adventurous,monk
1999,8,3,outgoing,monk
1999,8,4,organized,king
1999,8,5,resilient,king
1999,8,6,adventurous,pioneer
1999,8,7,analytical,king
1999,8,8,charismatic,philosopher
1999,8,9,adventurous,monk
1999,8,10,intelligent,monk
1999,8,11,creative,scholar
1999,8,12,charismatic,scholar
1999,8,13,adventurous,king
1999,8,14,adventurous,warrior
1999,8,15,creative,delegate
1999,8,16,friendly,pioneer
1999,8,17,empathetic,king
1999,8,18,resilient,delegate
1999,8,19,analytical,scholar
1999,8,20,creative,commander
1999,8,21,intelligent,artist
1999,8,22,intelligent,monk
1999,8,23,resilient,king
1999,8,24,intelligent,delegate
1999,8,25,adventurous,monk
1999,8,26,analytical,delegate
1999,8,27,friendly,delegate
1999,8,28,analytical,artist
1999,8,29,intelligent,commander
1999,8,30,outgoing,delegate
1999,8,31,organized,pioneer
1999,9,1,intelligent,pioneer
1999,9,2,charismatic,commander
1999,9,3,charismatic,artist
1999,9,4,intelligent,philosopher
1999,9,5,analytical,philosopher
1999,9,6,analytical,pioneer
1999,9,7,resilient,delegate
1999,9,8,adventurous,scholar
1999,9,9,adventurous,monk
1999,9,10,analytical,delegate
1999,9,11,charismatic,commander
1999,9,12,friendly,warrior
1999,9,13,organized,delegate
1999,9,14,creative,artist
1999,9,15,charismatic,philosopher
1999,9,16,charismatic,pioneer
1999,9,17,resilient,pioneer
1999,9,18,adventurous,explorer
1999,9,19,analytical,explorer
1999,9,20,resilient,scholar
1999,9,21,intelligent,pioneer
1999,9,22,resilient,monk
1999,9,23,creative,delegate
1999,9,24,creative,pioneer
1999,9,25,friendly,commander
1999,9,26,empathetic,pioneer
1999,9,27,resilient,artist
1999,9,28,creative,pioneer
1999,9,29,resilient,explorer
1999,9,30,resilient,scholar
1999,10,1,analytical,monk
1999,10,2,outgoing,explorer
1999,10,3,analytical,philosopher
1999,10,4,empathetic,scholar
1999,10,5,analytical,explorer
1999,10,6,charismatic,explorer
1999,10,7,charismatic,scholar
1999,10,8,charismatic,warrior
1999,10,9,analytical,scholar
1999,10,10,analytical,scholar
1999,10,11,organized,explorer
1999,10,12,resilient,scholar
1999,10,13,analytical,warrior
1999,10,14,charismatic,commander
1999,10,15,empathetic,delegate
1999,10,16,analytical,king
1999,10,17,friendly,explorer
1999,10,18,friendly,philosopher
1999,10,19,intelligent,artist
1999,10,20,charismatic,warrior
1999,10,21,resilient,philosopher
1999,10,22,adventurous,warrior
1999,10,23,empathetic,philosopher
1999,10,24,outgoing,explorer
1999,10,25,adventurous,commander
1999,10,26,intelligent,pioneer
1999,10,27,outgoing,monk
1999,10,28,adventurous,explorer
1999,10,29,intelligent,monk
1999,10,30,intelligent,pioneer
1999,10,31,adventurous,explorer
1999,11,1,analytical,explorer
1999,11,2,empathetic,monk
1999,11,3,resilient,monk
1999,11,4,creative,monk
1999,11,5,empathetic,commander
1999,11,6,analytical,scholar
1999,11,7,friendly,warrior
1999,11,8,analytical,philosopher
1999,11,9,friendly,philosopher
1999,11,10,outgoing,king
1999,11,11,organized,artist
1999,11,12,charismatic,king
1999,11,13,charismatic,artist
1999,11,14,empathetic,pioneer
1999,11,15,intelligent,explorer
1999,11,16,adventurous,warrior
1999,11,17,resilient,commander
1999,11,18,creative,philosopher
1999,11,19,empathetic,monk
1999,11,20,friendly,warrior
1999,11,21,analytical,delegate
1999,11,22,adventurous,philosopher
1999,11,23,adventurous,commander
1999,11,24,outgoing,scholar
1999,11,25,outgoing,king
1999,11,26,outgoing,warrior
1999,11,27,outgoing,pioneer
1999,11,28,empathetic,artist
1999,11,29,adventurous,scholar
1999,11,30,intelligent,explorer
1999,12,1,friendly,delegate
1999,12,2,organized,philosopher
1999,12,3,organized,delegate
1999,12,4,analytical,delegate
1999,12,5,charismatic,scholar
1999,12,6,resilient,warrior
1999,12,7,charismatic,artist
1999,12,8,outgoing,delegate
1999,12,9,resilient,artist
1999,12,10,resilient,philosopher
1999,12,11,analytical,king
1999,12,12,analytical,explorer
1999,12,13,organized,commander
1999,12,14,adventurous,commander
1999,12,15,outgoing,delegate
1999,12,16,resilient,philosopher
1999,12,17,charismatic,delegate
1999,12,18,resilient,monk
1999,12,19,empathetic,philosopher
1999,12,20,intelligent,pioneer
1999,12,21,empathetic,pioneer
1999,12,22,resilient,scholar
1999,12,23,outgoing,scholar
1999,12,24,charismatic,delegate
1999,12,25,resilient,artist
1999,12,26,analytical,philosopher
1999,12,27,adventurous,scholar
1999,12,28,empathetic,king
1999,12,29,friendly,artist
1999,12,30,analytical,commander
1999,12,31,charismatic,delegate
2000,1,1,analytical,artist
2000,1,2,adventurous,artist
2000,1,3,organized,monk
2000,1,4,creative,artist
2000,1,5,organized,king
2000,1,6,creative,king
2000,1,7,adventurous,scholar
2000,1,8,friendly,king
2000,1,9,organized,monk
2000,1,10,charismatic,explorer
2000,1,11,charismatic,pioneer
2000,1,12,friendly,pioneer
2000,1,13,charismatic,philosopher
2000,1,14,analytical,monk
2000,1,15,resilient,commander
2000,1,16,friendly,warrior
2000,1,17,creative,monk
2000,1,18,charismatic,explorer
2000,1,19,empathetic,scholar
2000,1,20,adventurous,philosopher
2000,1,21,empathetic,pioneer
2000,1,22,resilient,king
2000,1,23,creative,monk
2000,1,24,outgoing,explorer
2000,1,25,resilient,pioneer
2000,1,26,creative,pioneer
2000,1,27,analytical,explorer
2000,1,28,resilient,artist
2000,1,29,adventurous,commander
2000,1,30,analytical,pioneer
2000,1,31,empathetic,explorer
2000,2,1,charismatic,king
2000,2,2,outgoing,monk
2000,2,3,analytical,scholar
2000,2,4,charismatic,explorer
2000,2,5,outgoing,monk
2000,2,6,analytical,scholar
2000,2,7,analytical,monk
2000,2,8,outgoing,monk
2000,2,9,analytical,artist
2000,2,10,creative,artist
2000,2,11,resilient,artist
2000,2,12,charismatic,delegate
2000,2,13,resilient,king
2000,2,14,charismatic,philosopher
2000,2,15,creative,monk
2000,2,16,friendly,commander
2000,2,17,charismatic,delegate
2000,2,18,analytical,commander
2000,2,19,outgoing,monk
2000,2,20,organized,explorer
2000,2,21,charismatic,warrior
2000,2,22,adventurous,delegate
2000,2,23,organized,king
2000,2,24,friendly,monk
2000,2,25,analytical,philosopher
2000,2,26,organized,commander
2000,2,27,outgoing,pioneer
2000,2,28,analytical,delegate
2000,2,29,empathetic,monk
2000,3,1,outgoing,explorer
2000,3,2,friendly,warrior
2000,3,3,friendly,explorer
2000,3,4,adventurous,scholar
2000,3,5,adventurous,warrior
2000,3,6,organized,explorer
2000,3,7,creative,warrior
2000,3,8,outgoing,scholar
2000,3,9,outgoing,monk
2000,3,10,intelligent,delegate
